Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes For Labor Org3,Labor Org3
"25, 33",25-RC-301982,,"JDRC Managed Services, LLC",RC,South Beloit,IL,9/27/2022,53,3,41,Teamsters Local 777,Stipulated,WON,,11/4/2022,Certific. of Representative,,,,,
"25, 33",25-RC-302636,,"First Student, Inc., a division of FirstGroup America, Inc.",RC,DeKalb,IL,10/3/2022,2,0,2,"Mechanics' Local 701, International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,11/3/2022,Certific. of Representative,,,,,
"25, 33",25-RC-304698,,"10 Roads Express, LLC",RC,Peoria,IL,11/2/2022,78,10,53,"American Postal Workers Union, AFL-CIO",Stipulated,WON,,12/7/2022,Certific. of Representative,,,,,
"25, 33",25-RC-306134,,Cellco Partnership d/b/a Verizon Wireless,RC,Oswego,IL,11/18/2022,6,0,6,"Communications Workers of America, AFL-CIO",Stipulated,WON,,11/29/2022,Certific. of Representative,,,,,
"25, 33",25-RC-306775,,"SAAB Aeronautics Indiana, L.L.C.",RC,West Lafayette,IN,12/8/2022,54,25,20,"Local Lodge 2018, International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,,LOSS,12/16/2022,Certification of Results,,,,,
"25, 33",25-RC-307696,,"JDRC Managed Services, LLC",RC,Rockford,IL,12/22/2022,38,0,30,Teamsters Local 777,Stipulated,WON,,1/27/2023,Certific. of Representative,,,,,
"25, 33",25-RC-310340,,"Medxcel Facilities Management, LLC",RC,Indianapolis,IN,2/17/2023,32,17,11,"International Union of Operating Engineers, Local 399",Stipulated,,LOSS,2/27/2023,Certification of Results,,,,,
"25, 33",25-RC-310353,,Starbucks Corporation,RC,Valparaiso,IN,2/17/2023,22,5,16,Chicago & Midwest Regional Joint Board of Workers United/SEIU,Stipulated,WON,,2/28/2023,Certific. of Representative,,,,,
"25, 33",25-RC-310420,,"SBP Acquisition, LLC d/b/a Stetson Building Products, Inc.",RC,Eldridge,IA,2/23/2023,8,1,6,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied and Industrial Service Workers International Union AFL CIO CLC",Stipulated,WON,,3/3/2023,Certific. of Representative,,,,,
"25, 33",25-RC-310625,,"Americold Logistics, LLC",RC,Monmouth,IL,3/3/2023,60,27,25,"Laborers International Union of North America, Local 538",Stipulated,,LOSS,3/13/2023,Certification of Results,,,,,
"25, 33",25-RC-311909,,"Medxcel Facilities Management, LLC",RC,Indianapolis,IN,3/16/2023,6,2,4,"International Union of Operating Engineers, Local 399",Stipulated,WON,,3/24/2023,Certific. of Representative,,,,,
"25, 33",25-RC-312883,,Parke County Rural Electric Membership Corporation,RC,Rockville,IN,3/31/2023,10,1,9,"Local 1393, International Brotherhood of Electrical Workers",Stipulated,WON,,4/10/2023,Certific. of Representative,,,,,
"25, 33",25-RC-313409,,Indiana Michigan Power Company,RC,Fort Wayne,IN,4/12/2023,19,3,13,"Local 1392, International Brotherhood of Electrical Workers",Stipulated,WON,,4/20/2023,Certific. of Representative,,,,,
"25, 33",25-RC-314170,,Mondelez Global LLC,RC,Morris,IL,4/21/2023,10,3,6,Teamsters Local Union No. 179,Stipulated,WON,,5/1/2023,Certific. of Representative,,,,,
"25, 33",25-RC-314259,,Indiana Fine Wine & Spirits LLC d/b/a Total Wine Spirits Beer & More,RC,Indianapolis,IN,4/28/2023,27,18,6,"Local 700, United Food and Commercial Workers",Stipulated,,LOSS,5/8/2023,Certification of Results,,,,,
"25, 33",25-RC-314441,,"Midwest Air Traffic Control Service, Inc.",RC,Bloomington,IL,4/10/2023,3,0,3,"National Air Traffic Controllers Association, AFL-CIO (NATCA)",Stipulated,WON,,5/11/2023,Certific. of Representative,,,,,
"25, 33",25-RC-314608,,Bill Kay Honda,RC,Bourbonnais,IL,4/25/2023,8,0,7,"Automobile Mechanics' Local 701, International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,5/3/2023,Certific. of Representative,,,,,
"25, 33",25-RC-315461,,Starbucks Corporation,RC,Urbana,IL,5/16/2023,27,1,19,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,5/23/2023,Certific. of Representative,,,,,
"25, 33",25-RC-316001,,"IMI INDIANA, LLC",RC,Morristown,IN,5/18/2023,6,1,5,Teamsters Local 135,Stipulated,WON,,5/26/2023,Certific. of Representative,,,,,
"25, 33",25-RC-316465,,Veterans Vac Services LLC,RC,McHenry,IL,5/18/2023,2,0,2,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,5/26/2023,Certific. of Representative,,,,,
"25, 33",25-RC-316564,,"Barnhart Crane & Rigging, LLC",RC,East Moline,IL,5/17/2023,9,0,8,"International Union of Operating Engineers Local 150, AFL-CIO",Stipulated,WON,,5/17/2023,Certific. of Representative,,,,,
"25, 33",25-RC-316572,,"Tri-State Crane & Rigging Service, LLC",RC,Davenport,IA,5/18/2023,12,0,9,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,5/26/2023,Certific. of Representative,,,,,
"25, 33",25-RC-316732,,"Sunset Logistics, LLC",RC,Crystal Lake,IL,5/16/2023,9,0,9,"Automobile Mechanics' Local 701, International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,5/24/2023,Certific. of Representative,,,,,
"25, 33",25-RC-316744,,"TPC Mechanical Contractors, LLC",RC,Carmel,IN,6/2/2023,17,14,1,"Local 440, Plumbers, Pipefitters & HVACR Service Technicians",Stipulated,,LOSS,6/13/2023,Certification of Results,,,,,
"25, 33",25-RC-317048,,"QC Crane, LLC",RC,Rock Island,IL,5/24/2023,10,0,7,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,6/2/2023,Certific. of Representative,,,,,
"25, 33",25-RC-317051,,"Hampton Cranes, Inc.",RC,Bettendorf,IA,6/1/2023,5,0,5,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,6/9/2023,Certific. of Representative,,,,,
"25, 33",25-RC-317114,,"KAG Merchant Gas Group, LLC",RC,Indianapolis,IN,6/2/2023,8,0,6,"International Brotherhood of Teamsters, Local 135",Stipulated,WON,,6/13/2023,Certific. of Representative,,,,,
"25, 33",25-RC-317453,,"Parke Professional Services, LLC",RC,Rockville,IN,6/6/2023,9,0,9,"Local 1393, International Brotherhood of Electrical Workers",Stipulated,WON,,6/14/2023,Certific. of Representative,,,,,
"25, 33",25-RC-317978,,"Nelson Tree Service, LLC",RC,Fort Wayne,IN,6/14/2023,18,4,14,"Local 1393, International Brotherhood of Electrical Workers",Stipulated,WON,,6/23/2023,Certific. of Representative,,,,,
"25, 33",25-RC-318181,,"Gray Media Group, lnc./WPTA-TV",RC,Fort Wayne,IN,6/21/2023,14,7,4,"Local 723, International Brotherhood of Electrical Workers",Stipulated,,LOSS,6/29/2023,Certification of Results,,,,,
"25, 33",25-RC-318388,,"Jackson Disposal, Inc.",RC,Monmouth,IL,6/23/2023,27,17,5,Teamsters Local Union No. 627,Stipulated,,LOSS,7/3/2023,Certification of Results,,,,,
"25, 33",25-RC-318839,,Swedish Match Leaf Tobacco Company,RC,Owensboro,KY,6/29/2023,16,9,6,"Bakery, Confectionery, Tobacco Workers, and Grain Millers International Union",Stipulated,,LOSS,7/10/2023,Certification of Results,,,,,
"25, 33",25-RC-318917,,"Rockford Symphony Orchestras, Inc.",RC,Rockford,IL,6/29/2023,142,11,58,"Chicago Federation of Musicians, Local 10-208 AFM",Stipulated,WON,,7/31/2023,Certific. of Representative,,,,,
"25, 33",25-RC-320310,,"Admiral Metals Servicenter Company, Incorporated.",RC,South Bend,IN,7/26/2023,2,0,2,Teamsters Local 364,Stipulated,WON,,8/3/2023,Certific. of Representative,,,,,
"25, 33",25-RC-321010,,Starbucks Corporation,RC,Bloomington,IN,8/8/2023,26,0,14,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,8/16/2023,Certific. of Representative,,,,,
"25, 33",25-RC-321553,,CANPACK US LLC,RC,Muncie,IN,8/18/2023,174,111,35,Teamsters Local 135,Stipulated,,LOSS,8/28/2023,Certification of Results,,,,,
"25, 33",25-RC-322345,,"Barnhart Crane and Rigging, LLC",RC,Ladd,IL,8/16/2023,20,0,8,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,9/21/2023,Certific. of Representative,,,,,
"25, 33",25-RC-322956,,"Effective Systems Fiber Network, LLC d/b/a JCFiber",RC,Franklin,IN,9/8/2023,4,1,3,"Local 1393, International Brotherhood of Electrical Workers",Stipulated,WON,,9/18/2023,Certific. of Representative,,,,,
"25, 33",25-RC-324105,,"Constellation Nuclear Security, LLC",RC,Brookfield,IL,9/20/2023,102,1,81,"National Union of Nuclear Security Officers (NUNSO), affiliated with United Federation LEOS-PBA",Stipulated,WON,,9/29/2023,Certific. of Representative,,,,,
"25, 33",25-RC-324197,,"J's Associates, LLC",RC,Indianapolis,IN,9/12/2023,3,0,0,"International Union of Operating Engineers, Local 399",Stipulated,WON,,9/21/2023,Certific. of Representative,,,,,
"25, 33",25-RD-303108,,"WM Transport of Indiana, LLC",RD,Muncie,IN,10/25/2022,17,10,6,Teamsters Local 135,Directed,,LOSS,11/16/2022,Certification of Results,,,,,
"25, 33",25-RD-303156,,"Smithfield Direct, LLC",RD,Pendleton,IN,10/12/2022,3,3,0,"United Food and Commercial Workers, Local 700",Stipulated,,LOSS,11/10/2022,Certification of Results,,,,,
"25, 33",25-RD-306549,,"Tri-State Asphalt, LLC",RD,Morris,IL,11/29/2022,14,10,2,Teamsters Local Union No. 179,Stipulated,,LOSS,12/7/2022,Certification of Results,,,,,
"25, 33",25-RD-309460,,"Martin Marietta Materials, Inc.",RD,Indianapolis,IN,2/1/2023,80,31,48,"International Union of Operating Engineers, Local 103",Stipulated,WON,,2/9/2023,Certific. of Representative,,,,,
"25, 33",25-RD-310986,,"Rogers Group, Inc. d/b/a Morgan County Sand & Gravel",RD,Martinsville,IN,2/24/2023,4,4,0,"International Union of Operating Engineers, Local 841",Stipulated,,LOSS,3/6/2023,Certification of Results,,,,,
"25, 33",25-RD-313271,,"Pepsico Beverages North America, an Operating Unit of Pepsico, Inc.",RD,South Bend,IN,5/23/2023,76,35,28,Teamsters Local Union No. 364,Directed,,LOSS,6/1/2023,Certification of Results,,,,,
"25, 33",25-RD-315458,,"Mosaic Crop Nutrition, LLC",RD,Pekin,IL,5/4/2023,9,8,0,"United Steel. Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union on behalf of Local Union No. 7-662",Stipulated,,LOSS,5/12/2023,Certification of Results,,,,,
"25, 33",25-RD-318213,,Alro Steel Corporation,RD,Yoder,IN,6/20/2023,35,28,6,"Iron Workers Regional Shop, Local Union No. 853",Stipulated,,LOSS,6/28/2023,Certification of Results,,,,,
"25, 33",25-RD-318286,,"US Brick Holdings, LLC",RD,Mooresville,IN,6/21/2023,39,10,21,Teamsters Local Union No.135,Stipulated,WON,,6/29/2023,Certific. of Representative,,,,,
"25, 33",25-RD-320464,,Silgan Plastics Corporation,RD,Seymour,IN,7/26/2023,163,40,97,USW Local 822,Stipulated,WON,,8/3/2023,Certific. of Representative,,,,,
"25, 33",25-RD-322339,,"IMI Indiana, LLC",RD,Whiteland,IN,8/18/2023,9,6,2,Teamsters Local 135,Stipulated,,LOSS,8/28/2023,Certification of Results,,,,,
"25, 33",25-RD-322521,,"Pepsi Beverages North America, an operating unit of PepsiCo, Inc.",RD,Seymour,IN,8/31/2023,41,16,13,"Local 1096, Retail, Wholesale, Department Store Union, United Food and Commercial Workers",Stipulated,,LOSS,9/11/2023,Certification of Results,,,,,
27,27-RC-279265,,"Hall Aluminum Products, Inc.",RC,Kiowa,CO,7/29/2021,37,10,5,"IUPAT District Council 81 - Glaziers, Architectural Metal & Glass Workers Union, Local Union No. 930, AFL-CIO",Stipulated,,LOSS,1/24/2023,Certification of Results,,,,,
27,27-RC-283492,,Staker & Parson Companies d/b/a Jack B. Parson Ready Mix Concrete,RC,Draper,UT,8/11/2023,241,57,108,"Independent Union of Concrete Handlers, Drivers and Operators (IUCH)",Stipulated,WON,,9/26/2023,Certific. of Representative,,,,,
27,27-RC-289608,,Starbucks Corporation,RC,Denver,CO,,23,0,13,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Directed,WON,,1/27/2023,Certific. of Representative,,,,,
27,27-RC-294161,,"Opus Inspection, Inc. d/b/a Air Care Colorado",RC,Denver,CO,8/24/2022,18,6,9,"United Food and Commercial Workers International Union, AFL-CIO, Local 7",Directed,WON,,6/20/2023,Certific. of Representative,,,,,
27,27-RC-299644,,"Mountain Capital Partners, LLC",RC,Durango,CO,8/24/2022,14,0,6,"Communications Workers of America Local 7781, AFL-CIO",Stipulated,WON,,10/3/2022,Certific. of Representative,,,,,
27,27-RC-300485,,"VTCU, Corp.",RC,Pocatello,ID,9/28/2022,182,45,66,"International Union of Operating Engineers, Local 302",Stipulated,WON,,5/23/2023,Certific. of Representative,,,,,
27,27-RC-300862,,Starbucks Corporation,RC,Greeley,CO,9/27/2022,27,1,20,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Directed,WON,,10/5/2022,Certific. of Representative,,,,,
27,27-RC-300863,,Harout's Inc. d/b/a Brewing Market,RC,Boulder,CO,9/7/2022,45,5,30,"Bakery, Confectionery, Tobacco Workers and Grain Millers International Union, Local 26, AFL-CIO",Stipulated,WON,,10/13/2022,Certific. of Representative,,,,,
27,27-RC-300912,,"Elements I25 & Hampden, LLC d/b/a Elements Massage",RC,Denver,CO,9/14/2022,7,0,4,"United Food and Commercial Workers International Union, Local 7, AFL-CIO",Stipulated,WON,,10/13/2022,Certific. of Representative,,,,,
27,27-RC-301306,,Albertson's LLC,RC,Lewistown,MT,,8,5,1,"United Food and Commercial Workers, Local 1889, AFL-CIO",Stipulated,,LOSS,10/13/2022,Certification of Results,,,,,
27,27-RC-302081,,"Triple Canopy, Inc.",RC,Lakewood,CO,10/14/2022,22,0,12,Security Officers Association of America,Stipulated,WON,,10/24/2022,Certific. of Representative,,,,,
27,27-RC-302547,,"Attention, Inc. d/b/a TGTHR",RC,Boulder,CO,10/5/2022,19,3,7,"United Food and Commercial Workers, Local 7, AFL-CIO",Stipulated,WON,,11/4/2022,Certific. of Representative,,,,,
27,27-RC-302626,,Starbucks Corporation,RC,Breckenridge,CO,10/18/2022,14,7,5,"Chicago & Midwest Regional Joint Board, Workers United/SEIU",Stipulated,,LOSS,10/26/2022,Certification of Results,,,,,
27,27-RC-303037,,KBG LLC d/b/a Strawberry Fields,RC,Pueblo,CO,10/20/2022,15,8,7,"United Food and Commercial Workers International Union, AFL-CIO, Local 7",Stipulated,,LOSS,11/1/2022,Certification of Results,,,,,
27,27-RC-303795,,"Proximo Distillers, LLC d/b/a Stranahan's Colorado Whiskey",RC,Denver,CO,11/1/2022,16,1,12,"United Food and Commercial Workers International Union, Local 7, AFL-CIO",Stipulated,WON,,11/18/2022,Certific. of Representative,,,,,
27,27-RC-304907,,"Delt Services, LLC",RC,Denver,CO,11/28/2022,15,10,3,"United Food and Commercial Workers International Union, Local 7, AFL-CIO",Stipulated,,LOSS,12/16/2022,Certification of Results,,,,,
27,27-RC-305021,,Questar Gas Company d/b/a Dominion Energy Utah,RC,Magna,UT,11/9/2022,8,5,3,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union, AFL-CIO",Stipulated,,LOSS,11/29/2022,Certification of Results,,,,,
27,27-RC-305027,,"VR CPC Holdings, Inc. d/b/a Park City Mountain Resort",RC,Park City,UT,11/22/2022,43,6,35,"Communications Workers of America, AFL-CIO",Stipulated,WON,,12/8/2022,Certific. of Representative,,,,,
27,27-RC-305138,,"Universal Protection Service, LP d/b/a Allied Universal Security Services",RC,Colorado Springs,CO,11/1/2022,8,0,3,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,12/8/2022,Certific. of Representative,,,,,
27,27-RC-307323,,Starbucks Corporation,RC,Boulder,CO,1/24/2023,23,2,13,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,2/1/2023,Certific. of Representative,,,,,
27,27-RC-307610,,"Transit Management of Canyon County, Inc., a wholly owned subsidiary of First Transit, Inc.",RC,Caldwell,ID,12/14/2022,2,0,2,"Amalgamated Transit Union, Local 398, AFL-CIO/CLC",Stipulated,,LOSS,12/27/2022,Certification of Results,,,,,
27,27-RC-310614,,"Avis Rent A Car System, LLC",RC,Denver,CO,2/23/2023,31,15,15,"Communications Workers of America, Local 7750, AFL-CIO",Stipulated,,LOSS,3/6/2023,Certification of Results,,,,,
27,27-RC-310731,,Frontier Ambulance LLC,RC,Riverton,WY,2/28/2023,30,2,16,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC",Stipulated,WON,,3/8/2023,Certific. of Representative,,,,,
27,27-RC-311354,,Albertson's LLC,RC,Boise,ID,2/27/2023,12,3,6,"United Food and Commercial Workers, Local 555, AFL-CIO",Stipulated,,LOSS,3/8/2023,Certification of Results,,,,,
27,27-RC-312146,,Clear Creek Skiing Corporation d/b/a Loveland Ski Area,RC,Dillon,CO,3/17/2023,51,17,22,"Communications Workers of America, AFL-CIO",Stipulated,WON,,5/2/2023,Certific. of Representative,,,,,
27,27-RC-312553,,CORE Electric Cooperative,RC,Sedalia,CO,3/20/2023,12,0,12,"International Brotherhood of Electrical Workers, Local 111, AFL-CIO",Stipulated,,LOSS,3/29/2023,Certification of Results,,,,,
27,27-RC-314424,,"ArborWorks, LLC",RC,Grand Junction,CO,5/10/2023,27,1,17,"International Brotherhood of Electrical Workers, Local 111, AFL-CIO",Stipulated,WON,,5/19/2023,Certific. of Representative,,,,,
27,27-RC-314597,,Starbucks Corporation,RC,Westminster,CO,5/2/2023,22,1,15,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,5/10/2023,Certific. of Representative,,,,,
27,27-RC-315120,,Agricor Laboratories LLC,RC,Denver,CO,5/5/2023,19,12,5,"United Food and Commercial Workers International Union, Local 7, AFL-CIO",Stipulated,,LOSS,5/16/2023,Certification of Results,,,,,
27,27-RC-316261,,Starbucks Corporation,RC,Bountiful,UT,6/14/2023,21,0,18,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,6/23/2023,Certific. of Representative,,,,,
27,27-RC-317131,,Starbucks Corporation,RC,South Salt Lake,UT,6/13/2023,19,4,11,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,WON,,6/23/2023,Certific. of Representative,,,,,
27,27-RC-317220,,Public Service Company of Colorado,RC,Denver,CO,6/1/2023,4,1,3,"International Brotherhood of Electrical Workers Local 111, AFL-CIO",Stipulated,,LOSS,7/5/2023,Certification of Results,,,,,
27,27-RC-318682,,"Centerra Group, LLC",RC,Boise,ID,6/20/2023,37,0,30,Court Security Officers Union Central District of CA,Stipulated,,LOSS,7/28/2023,Certification of Results,,,,,
27,27-RC-318772,,"The Vail Corporation, d/b/a Crested Butte Mountain Resort",RC,Mount Crested Butte,CO,6/30/2023,12,3,7,"Communications Workers of America, AFL-CIO",Stipulated,WON,,7/12/2023,Certific. of Representative,,,,,
27,27-RC-319024,,Starbucks Corporation,RC,Littleton,CO,7/13/2023,21,9,9,"Chicago and Midwest Regional Joint Board, Workers United/SEIU",Stipulated,,LOSS,7/24/2023,Certification of Results,,,,,
27,27-RC-319595,,"Southern Glazer's Wine & Spirits of Colorado, LLC",RC,Aurora,CO,7/20/2023,54,11,39,International Brotherhood of Teamsters Local 455,Stipulated,WON,,7/31/2023,Certific. of Representative,,,,,
27,27-RC-319879,,Urban Peak,RC,Denver,CO,7/26/2023,52,14,27,Service Employees International Union Local 105,Stipulated,WON,,8/7/2023,Certific. of Representative,,,,,
27,27-RC-320678,,Starbucks Corporation,RC,Cheyenne,WY,7/31/2023,16,5,8,Workers United/SEIU,Stipulated,WON,,8/21/2023,Certific. of Representative,,,,,
27,27-RC-321568,,"Mercury Café, LLC",RC,Denver,CO,8/22/2023,16,2,5,"Communications Workers of America, AFL-CIO",Stipulated,WON,,9/8/2023,Certific. of Representative,,,,,
27,27-RC-321862,,IGT Global Solutions Corporation,RC,Pueblo,CO,8/28/2023,6,1,5,"Communications Workers of America, District 7",Stipulated,WON,,9/8/2023,Certific. of Representative,,,,,
27,27-RC-322015,,Albertson's LLC,RC,Boise,ID,8/15/2023,9,1,8,"United Food and Commercial Workers, Local 555, AFL-CIO",Stipulated,,LOSS,8/25/2023,Certification of Results,,,,,
27,27-RC-322267,,CORE Electric Cooperative,RC,Sedalia,CO,8/23/2023,21,15,5,"International Brotherhood of Electrical Workers, Local 111, AFL-CIO",Stipulated,,LOSS,9/11/2023,Certification of Results,,,,,
27,27-RC-322996,,Starbucks Corporation,RC,Denver,CO,9/12/2023,16,1,15,Chicago & Midwest Regional Joint Board of Workers United/SEIU,Stipulated,WON,,9/20/2023,Certific. of Representative,,,,,
27,27-RC-323806,,"Dyna Distribution, Inc. d/b/a Maybee's",RC,Boulder,CO,9/16/2023,6,1,4,Maybee Employee Committee,Stipulated,WON,,9/26/2023,Certific. of Representative,,,,,
